name,score
Jekyll & Hyde [2001],Painful
Smashing Drive,Awful
Tropico: Paradise Island,Great
Crash Bandicoot: The Huge Adventure,Amazing
All-Star Baseball 2003,Great
All-Star Baseball 2003,Great
RalliSport Challenge,Amazing
Tiger Woods PGA Tour 2002,Great
Pac-Man World 2,Good
Dark Planet: Battle for Natrolis,Good
Diggles: The Myth of Fenris,Good
SpyHunter,Okay
Herdy Gerdy,Good
Triple Play 2002,Mediocre
Sled Storm,Great
Mike Tyson Boxing,Bad
SpyHunter,Good
Warlords Battlecry II,Great
Gauntlet: Dark Legacy,Mediocre
Star Wars Jedi Starfighter,Amazing
Shadow Man: 2econd Coming,Good
Army Men: Operation Green,Okay
Knockout Kings 2002,Great
Grandia II,Good
All-Star Baseball 2003,Great
World of Outlaws: Sprint Cars 2002,Good
Blood Omen 2: Legacy of Kain,Good
MotoGP [2002],Okay
Army Men: RTS,Mediocre
Star Wars Jedi Knight II: Jedi Outcast,Amazing
Smash Court Tennis Pro Tournament,Great
Tom Clancy's Ghost Recon: Desert Siege,Great
King's Field: The Ancient City,Okay
Shrek Swamp Kart Speedway,Awful
Konami Collector's Series: Arcade Advanced,Amazing
NFL Blitz 20-02,Good
ESPN International Winter Sports 2002,Mediocre
Freedom Force,Amazing
WRC: World Rally Championship,Great
Blood Omen 2: Legacy of Kain,Good
Blood Omen 2: Legacy of Kain,Good
High Heat Major League Baseball 2003,Mediocre
Space Invaders,Great
Baseball Advance,Great
NFL Blitz 20-02,Great
Real Pool 2,Awful
NBA 2K2,Great
Triple Play 2002,Awful
Ice Age,Bad
Virtua Fighter 4,Amazing
High Heat Major League Baseball 2003,Good
Might and Magic IX,Okay
Top Angler: Real Bass Fishing,Awful
Cossacks: The Art of War,Good
Motocross Maniacs Advance,Okay
Donald Duck: Goin' Quackers,Mediocre
Heroes of Might and Magic IV,Great
The Three Stooges,Okay
Carnivores: Cityscape,Okay
Broken Sword: The Shadow of the Templars,Good
Pirates: The Legend of Black Kat,Okay
Civilization: Call to Power,Bad
Bugdom,Good
Star Trek: Voyager: Elite Force,Amazing
Muscle Car 2: American Spirit,Unbearable
Muppet Pinball Mayhem,Good
Global Operations,Great
Tom Clancy's Rainbow Six: Rogue Spear,Great
The Scorpion King: Sword of Osiris,Great
The Sims: Vacation,Great
Monster Jam: Maximum Destruction,Mediocre
ESPN MLS Extra Time 2002,Good
UFC: Throwdown,Good
Scooby-Doo! Night of 100 Frights,Okay
All-Star Baseball 2003,Good
Lost Kingdoms,Mediocre
Way of the Samurai,Good
SpyHunter,Good
Star Wars Jedi Starfighter,Great
Legends of Wrestling,Good
Tony Hawk's Pro Skater 3,Amazing
ESPN MLS Extra Time 2002,Good
James Bond 007: Agent Under Fire,Good
Dungeon Siege,Great
Driven,Awful
Tetris Worlds,Awful
Atari Anniversary Advance,Great
Savage Skies,Bad
Baseball Mogul 2003,Great
Soldier of Fortune II: Double Helix,Great
Hunter: The Reckoning,Great
Warrior Kings,Good
Deus Ex: The Conspiracy,Good
Burnout,Good
Spider-Man: The Movie,Great
Blender Bros.,Good
Burnout,Good
MotoGP: Ultimate Racing Technology,Great
Medal of Honor: Frontline,Great
Desert Strike Advance,Great
Test Drive,Good
World Series Baseball [2002],Amazing
Looney Tunes: Space Race,Okay
Duke Nukem: Manhattan Project,Good
2002 FIFA World Cup,Amazing
Star Wars Galactic Battlegrounds: The Clone Campaigns,Good
The Elder Scrolls III: Morrowind,Amazing
Tactics Ogre: The Knight of Lodis,Great
Star Wars: Episode II Attack of the Clones,Okay
Smashing Drive,Awful
Headhunter,Great
Atari Revival,Mediocre
Crash Bandicoot: The Wrath of Cortex,Okay
Resident Evil [2002],Amazing
Trainz,Great
2002 FIFA World Cup,Great
Wolfenstein 3-D,Mediocre
2002 FIFA World Cup,Great
Britney's Dance Beat,Mediocre
The Operative: No One Lives Forever,Okay
Aggressive Inline,Amazing
Rally Trophy,Good
The Sum of All Fears,Great
Grand Theft Auto III,Amazing
Factory Mogul,Mediocre
Tiger Woods PGA Tour Golf,Okay
Dragon Ball Z: The Legacy of Goku,Mediocre
Virtua Striker 2002,Mediocre
Army Men: RTS,Good
Britney's Dance Beat,Mediocre
Gauntlet: Dark Legacy,Bad
2002 FIFA World Cup,Great
Virtual Kasparov,Okay
Goemon: New Age Shutsudo,Okay
Spider-Man: The Movie,Great
Spider-Man: The Movie,Good
Star X,Bad
"Monsters, Inc.",Painful
Tac Ops: Assault on Terror,Mediocre
Die Hard: Nakatomi Plaza,Mediocre
Dance Dance Revolution Konamix,Amazing
Arc the Lad Collection,Great
Jane's Attack Squadron,Bad
Alfred Hitchcock Presents: The Final Cut,Okay
Hooters Road Trip,Painful
TransWorld Surf,Good
Spider-Man: The Movie,Great
Spider-Man: The Movie,Great
RedCard 20-03,Good
Breath of Fire II,Great
The Italian Job,Good
Earthworm Jim 2,Bad
The Elder Scrolls III: Morrowind,Amazing
Operation Blockade,Bad
Freekstyle,Great
Mega Man Battle Network 2,Great
Frogger Advance: The Great Quest,Good
E.T. The Extra-Terrestrial,Awful
MX Superfly,Great
Outlaw Golf,Good
MX Superfly,Great
F1 2002,Good
ZooCube,Mediocre
Pac-Man All-Stars,Okay
Test Drive,Good
Quake II,Great
Quake III: Arena,Amazing
Dropship: United Peace Force,Good
Lilo & Stitch,Great
Gore: Ultimate Soldier,Great
Extreme PaintBrawl 4,Bad
Punch King,Okay
Legends of Wrestling,Mediocre
Monster Jam: Maximum Destruction,Awful
Resident Evil Gaiden,Bad
Mike Tyson Heavyweight Boxing,Painful
Tetris Worlds,Bad
Oni,Great
Unreal Tournament [1999],Amazing
Risk II,Great
Madden NFL 2000,Great
Majesty: The Fantasy Kingdom,Amazing
Goofy Golf Deluxe,Okay
Hoyle Casino [2000],Great
Lethal Skies: Elite Pilot -- Team SW,Bad
GTC Africa,Good
Bomberman Generation,Great
Endgame,Awful
ZooCube,Good
ZooCube,Mediocre
WTA Tour Tennis,Mediocre
RedCard 20-03,Good
Shadow of Destiny,Great
Sky Gunner,Good
Sid Meier's Civilization III,Amazing
MLB SlugFest 20-03,Great
Ultimate Ride Coaster Deluxe,Good
Aero the Acrobat,Good
Carmageddon 2: Carpocalypse Now,Good
Falcon 4.0,Great
Age of Empires,Good
Caesar III,Great
Deus Ex,Amazing
Diablo II,Great
Fly!,Okay
Dark Vengeance,Okay
Age of Wonders II: The Wizard's Throne,Great
Downforce,Good
Splashdown,Good
Neverwinter Nights,Amazing
Bomberman Max 2: Red Advance,Good
Bomberman Max 2: Blue Advance,Good
Eternal Darkness: Sanity's Requiem,Amazing
Stitch: Experiment 626,Okay
Descent 3,Amazing
Imperialism II: The Age of Exploration,Great
WWE WrestleMania X8,Good
Dark Colony,Okay
StarCraft: Brood War,Great
Legion: The Legend of Excalibur,Good
Nicktoons Racing,Great
The Pinball of the Dead,Great
Stuntman,Great
Lilo & Stitch,Mediocre
WipEout Fusion,Amazing
MechWarrior 4: Inner Sphere Mech Pak,Mediocre
Delta Force: Task Force Dagger,Okay
Robopon 2: Ring Version,Good
Medal of Honor: Allied Assault,Amazing
Birdie Shoot,Okay
Fireblade,Good
Men In Black II: Alien Escape,Bad
Zoo Tycoon: Dinosaur Digs,Good
F1 2002,Amazing
OttoMatic,Good
Assimilation,Okay
Magic: The Gathering Online,Good
Bruce Lee: Quest of the Dragon,Awful
Warcraft III: Reign of Chaos,Amazing
F1 2002,Good
LEGO Soccer Mania,Mediocre
Le Mans 24 Hours,Okay
OttoMatic,Good
Barbarian,Good
NASCAR Heat 2002,Mediocre
Pryzm: Chapter One: The Dark Unicorn,Good
Romance of the Three Kingdoms VII,Great
RedCard 20-03,Okay
Tetris Worlds,Bad
Jazz and Faust,Painful
Animal Crossing,Amazing
Icewind Dale II,Amazing
Pac-Man Fever,Bad
Power Rangers: Wild Force,Mediocre
Blade II,Bad
Commandos 2: Men of Courage,Good
Blade II,Mediocre
Pac-Man Fever,Bad
Turok: Evolution,Okay
Turok: Evolution,Good
Turok: Evolution,Okay
Turok: Evolution,Great
The Feeble Files,Mediocre
Monster Force,Okay
SEGA GT 2002,Great
ATV Quad Power Racing,Mediocre
The Thing,Great
Mafia,Amazing
MechWarrior 4: Clan Mech Pak,Okay
Aggressive Inline,Good
MLB SlugFest 20-03,Great
Celtic Kings: Rage of War,Great
MoonBase Commander,Great
Onimusha 2: Samurai's Destiny,Great
Madden NFL 2003,Great
Medieval: Total War,Great
SOCOM: U.S. Navy SEALs,Good
Super Monkey Ball 2,Amazing
Urban Yeti,Good
Madden NFL 2003,Amazing
Super Mario Sunshine,Amazing
The Partners,Okay
Hooligans,Painful
Barbarian,Good
UFC: Throwdown,Okay
Aliens vs. Predator 2: Primal Hunt,Okay
Prisoner of War,Okay
SEGA Soccer Slam,Great
Magical Quest Starring Mickey & Minnie,Okay
The Thing,Great
U.S. Open 2002,Okay
Buffy the Vampire Slayer,Great
Mat Hoffman's Pro BMX 2,Great
Dead to Rights,Great
Stuart Little 2,Good
WTA Tour Tennis,Bad
SEGA Sports Tennis,Great
Medabots AX: Metabee Version,Okay
Medabots AX: Rokusho Version,Okay
Rock Manager,Mediocre
Shifters,Bad
Crime Patrol 2: Drug Wars,Unbearable
Mike Tyson Heavyweight Boxing,Awful
Beach Spikers,Great
Smuggler's Run: Warzones,Great
NFL GameDay 2003,Good
Duke Nukem Advance,Amazing
Street Hoops,Okay
Street Hoops,Okay
Mat Hoffman's Pro BMX 2,Great
NFL Blitz 20-03,Good
NFL Blitz 20-03,Good
NFL Blitz 20-03,Unbearable
NFL Blitz 20-03,Good
Clive Barker's Undying,Amazing
Totaled!,Okay
Legion,Bad
Crazy Taxi 3:  High Roller,Okay
Stuart Little 2,Mediocre
Aggressive Inline,Amazing
GT Advance 2 Rally Racing,Great
The Mark of Kri,Great
NCAA Football 2003,Great
NCAA Football 2003,Great
BCT Commander,Bad
NCAA GameBreaker 2003,Mediocre
NFL 2K3,Amazing
Stronghold,Great
NFL 2K3,Amazing
NFL 2K3,Amazing
Mat Hoffman's Pro BMX 2,Great
NCAA Football 2003,Great
Hey Arnold! The Movie,Mediocre
Warcraft III: Reign of Chaos,Amazing
xXx,Okay
Enclave,Good
Madden NFL 2003,Amazing
Madden NFL 2003,Great
Madden NFL 2003,Great
GunMetal,Okay
Capcom vs. SNK: Millennium Fight 2000 Pro,Great
NCAA College Football 2K3,Okay
Hidden Invasion,Awful
NCAA College Football 2K3,Okay
Aggressive Inline,Amazing
Tsunami 2265,Awful
NFL Fever 2003,Good
Operation Flashpoint: Resistance,Good
Fallout 2,Great
c-12: Final Resistance,Okay
Robotech: Battlecry,Great
Industry Giant II,Good
NASCAR Thunder 2003,Great
Terminator: Dawn of Fate,Mediocre
Scooby-Doo! Night of 100 Frights,Okay
Kelly Slater's Pro Surfer,Great
Air Hockey-e,Okay
4x4 Evo 2,Mediocre
Kelly Slater's Pro Surfer,Great
Terminator: Dawn of Fate,Mediocre
The Scorpion King: Rise of the Akkadian,Mediocre
Crash Bandicoot: The Wrath of Cortex,Okay
"Monsters, Inc.",Painful
Links 2003,Great
Tekken 4,Amazing
Go! Go! Beckham! Adventure of Soccer Island,Good
NCAA College Football 2K3,Okay
Taz: Wanted,Okay
Tennis-e,Okay
Excitebike-e,Great
Donkey Kong Jr.-e,Great
Pinball-e,Mediocre
The Chessmaster 9000,Great
Taz: Wanted,Okay
Super Mario Advance 3: Yoshi's Island,Amazing
NBA ShootOut 2003,Good
Burnout 2: Point of Impact,Amazing
Star Fox Adventures,Amazing
Spring Break,Good
Creatures,Painful
Mega Man Zero,Great
SEGA Soccer Slam,Okay
Balloon Fight-e,Good
Soldier of Fortune II: Double Helix,Amazing
Summoner 2,Great
Kingdom Hearts,Amazing
Battlefield 1942,Amazing
Dino Stalker,Bad
Castlevania: Harmony of Dissonance,Amazing
The Italian Job,Okay
NASCAR Thunder 2003,Great
Sly Cooper and the Thievius Raccoonus,Great
NASCAR Thunder 2003,Great
Kelly Slater's Pro Surfer,Great
Robotech: Battlecry,Great
America's Army,Great
Egg Mania: Eggstreme Madness,Mediocre
Tiny Toon Adventures: Plucky's Big Adventure,Painful
Commandos 2: Men of Courage,Good
Egg Mania: Eggstreme Madness,Mediocre
Super Bust-A-Move 2,Good
Conflict: Desert Storm,Mediocre
Big Air Freestyle,Okay
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Amazing
The Lord of the Rings: The Fellowship of the Ring,Okay
Dual Hearts,Good
Ferrari F355 Challenge,Good
SEGA Bass Fishing Duel,Good
Grandia Xtreme,Good
Need for Speed: Hot Pursuit 2,Good
The Lord of the Rings: The Fellowship of the Ring,Okay
Need for Speed: Hot Pursuit 2,Good
Unreal Tournament 2003,Amazing
Blinx: The Time Sweeper,Great
Boulder Dash EX,Good
Capcom vs. SNK 2 EO,Okay
Rocket Power: Beach Bandits,Mediocre
Conflict: Desert Storm,Good
Empire Earth: The Art of Conquest,Good
Superman: Shadow of Apokolips,Good
Tribes: Aerial Assault,Good
Super Ghouls 'N Ghosts,Great
Tom Clancy's Ghost Recon: Island Thunder,Great
Egg Mania: Eggstreme Madness,Okay
AirForce Delta Storm,Good
"The Adventures of Jimmy Neutron, Boy Genius: Jimmy Neutron vs. Jimmy Negatron",Okay
Defender,Good
Suikoden III,Amazing
ToeJam & Earl III: Mission to Earth,Okay
Contra: Shattered Soldier,Great
Sniper: Path of Vengeance,Awful
WTA Tour Tennis,Bad
Star Wars: The Clone Wars,Good
The Lord of the Rings: The Fellowship of the Ring,Okay
The Land Before Time,Okay
X-Men: Next Dimension,Good
Virtua Tennis,Amazing
Backyard Football,Bad
The Lord of the Rings: The Two Towers,Great
Nickelodeon Party Blast,Unbearable
Deathrow: Underground Team Combat,Amazing
Shrek: Hassle at the Castle,Good
Mat Hoffman's Pro BMX 2,Good
Baldur's Gate: Dark Alliance,Great
The House of the Dead III,Great
Ultimate Ride Disney Coaster,Good
Real War: Rogue States,Good
The Lord of the Rings: The Fellowship of the Ring,Good
Whacked!,Okay
Robotech: Battlecry,Good
Doshin the Giant,Okay
Ballistic: Ecks vs. Sever,Great
NHL Hitz 20-03,Good
Wild ARMs 3,Good
Space HoRSE,Mediocre
Ty the Tasmanian Tiger,Good
Ty the Tasmanian Tiger,Good
Kelly Slater's Pro Surfer,Great
Legaia 2: Duel Saga,Good
Gravity Games Bike: Street. Vert. Dirt.,Painful
Monopoly Party,Bad
Rayman Arena,Awful
Mario Party 4,Okay
BloodRayne,Good
BloodRayne,Good
Namco Museum,Bad
DDRMAX: Dance Dance Revolution,Amazing
Barbie: Groovy Games,Awful
TimeSplitters 2,Amazing
Bikini Karate Babes,Unbearable
Hitman 2: Silent Assassin,Great
Casino Empire,Okay
Tom and Jerry: The Magic Ring,Mediocre
NBA Live 2003,Great
NBA 2K3,Great
Heroes of Might and Magic IV: The Gathering Storm,Good
Earth & Beyond,Great
BloodRayne,Good
Egg Mania,Good
SEGA Smash Pack,Okay
Dino Island,Awful
TimeSplitters 2,Amazing
Namco Museum,Awful
Sub Rebellion,Good
NBA Inside Drive 2003,Great
NBA Starting Five,Awful
Mystic Heroes,Okay
Pac-Man World 2,Good
Taz: Wanted,Okay
TimeSplitters 2,Amazing
NBA 2K3,Great
Dynasty Warriors 3,Okay
NBA 2K3,Great
RollerCoaster Tycoon 2,Great
Sudden Strike II,Great
The Sims: Unleashed,Good
Need for Speed: Hot Pursuit 2,Amazing
NHL 2003,Great
Silent Scope 3,Bad
NBA Starting Five,Bad
Antz Extreme Racing,Painful
Syberia,Good
Spyro the Dragon: Season of Flame,Great
Antz Extreme Racing,Painful
Evolution Skateboarding,Awful
Knockout Kings 2003,Great
Run Like Hell [2002],Okay
Myst III: Exile,Painful
NHL 2003,Great
Zapper: One Wicked Cricket,Bad
NHL 2003,Great
NHL 2003,Great
Loons: The Fight For Fame,Bad
Myst III: Exile,Painful
Red Faction II,Amazing
Batman Vengeance,Okay
Godzilla: Destroy All Monsters Melee,Great
Prisoner of War,Good
Fire Pro Wrestling 2,Good
Stronghold Crusader,Great
NBA Live 2003,Great
NBA Live 2003,Great
Incoming Forces,Good
Hitman 2: Silent Assassin,Great
Hitman 2: Silent Assassin,Great
Soccer Kid,Good
Medal of Honor: Frontline,Good
Phantom Crash,Good
Hamtaro: Ham-Hams Unite!,Great
Ratchet & Clank [2002],Amazing
Age of Mythology,Amazing
Serious Sam,Good
FIFA Soccer 2003,Good
Dual Blades,Mediocre
FIFA Soccer 2003,Great
Phantasy Star Online Episode I & II,Amazing
X-Men: Next Dimension,Okay
EverQuest: Planes of Power,Good
Zapper: One Wicked Cricket,Mediocre
Divine Divinity,Great
Defender,Good
Ripping Friends,Awful
Sid Meier's Civilization III: Play the World,Great
FIFA Soccer 2003,Great
Robotech: The Macross Saga,Mediocre
Defender of the Crown,Great
Reign of Fire,Okay
FIFA Soccer 2003,Great
Taz: Wanted,Mediocre
Jet X,Good
Shenmue II,Great
Tony Hawk's Pro Skater 4,Amazing
Fatal Frame,Good
Iron Storm,Great
Tiger Woods PGA Tour 2003,Great
V-Rally 3,Great
Microsoft Combat Flight Simulator 3: Battle for Europe,Good
Grand Theft Auto: Vice City,Amazing
Tony Hawk's Pro Skater 4,Amazing
Worms Blast,Okay
Tiger Woods PGA Tour 2003,Great
Sneakers,Painful
TransWorld Snowboarding,Okay
Driver 2 Advance,Good
Monopoly (2001),Mediocre
Davis Cup Tennis,Mediocre
Tiger Woods PGA Tour 2003,Great
Toxic Grind,Bad
Reign of Fire,Okay
Reign of Fire,Okay
Tony Hawk's Pro Skater 4,Amazing
Colin McRae Rally 2.0,Great
Ty the Tasmanian Tiger,Okay
X-Men: Next Dimension,Good
Tony Hawk's Pro Skater 4,Amazing
Dr. Muto,Great
Arx Fatalis,Great
Metroid Prime,Amazing
NHL 2K3,Great
MechWarrior 4: Mercenaries,Amazing
Metal Gear Solid 2: Substance,Amazing
Superman: The Man of Steel,Bad
Harry Potter and the Chamber of Secrets,Great
Pro Rally 2002,Okay
Tarzan: Return to the Jungle,Good
Spyro: Enter The Dragonfly,Okay
Wreckless: The Yakuza Missions,Okay
Rally Fusion: Race of Champions,Great
NASCAR Thunder 2003,Good
Medal of Honor: Frontline,Good
Casper: Spirit Dimensions,Mediocre
PK: Out of the Shadows,Bad
WWE SmackDown! Shut Your Mouth,Great
Tiny Toon Adventures: Wacky Stackers,Mediocre
Barbie: Secret Agent Barbie,Good
The Sims (Deluxe Edition),Amazing
Harry Potter and the Chamber of Secrets,Great
Wreckless: The Yakuza Missions,Okay
Sonic Mega Collection,Good
Shrek Extra Large,Awful
Metroid Fusion,Amazing
Shinobi [2002],Good
BMX XXX,Okay
Treasure Planet,Great
Tiger Woods PGA Tour 2003,Amazing
The Flintstones: Big Trouble in Bedrock,Bad
MechAssault,Amazing
Swingerz Golf,Okay
NHL FaceOff 2003,Mediocre
V-Rally 3,Great
Kakuto Chojin,Okay
RAD: Robot Alchemic Drive,Good
ATV Offroad Fury 2,Amazing
Rocky,Great
NHL 2K3,Great
NHL 2K3,Great
Resident Evil Zero [2002],Great
Rayman Arena,Bad
NCAA Final Four 2003,Okay
Rocky,Great
Unreal Championship,Amazing
Dr. Muto,Great
Rocky,Great
Dr. Muto,Great
Frogger's Adventure 2: The Lost Wand,Great
Beam Breakers,Great
Star Wars Jedi Knight II: Jedi Outcast,Great
Star Wars Jedi Knight II: Jedi Outcast,Good
The Simpsons Skateboarding,Painful
Haven: Call of the King,Good
Disney Sports Skateboarding,Awful
Mortal Kombat: Deadly Alliance,Great
James Cameron's Dark Angel,Bad
Minority Report,Mediocre
Yu-Gi-Oh! The Eternal Duelist Soul,Great
Rally Fusion: Race of Champions,Good
Combat Mission: Barbarossa to Berlin,Amazing
James Bond 007: NightFire,Great
Marvel vs. Capcom 2: New Age of Heroes,Great
Urban Champion-e,Mediocre
Rallisport Challenge,Great
Mario Bros.-e,Okay
Baseball-e,Okay
James Bond 007: NightFire,Great
Battle Realms: Winter of the Wolf,Good
NASCAR: Dirt to Daytona,Great
Galidor: Defenders of the Outer Dimension,Bad
Dead to Rights,Great
Ice Climber-e,Good
Donkey Kong-e,Great
Project Nomads,Okay
Total Immersion Racing,Mediocre
Treasure Planet,Awful
NASCAR: Dirt to Daytona,Great
Silent Scope,Good
Turbo Turtle Adventure,Good
Fighter Maker 2,Good
Hot Wheels: Velocity X,Bad
Hot Wheels: Velocity X,Bad
Metropolismania,Okay
Dead to Rights,Great
Spyro: Enter the Dragonfly,Okay
Tom Clancy's Splinter Cell,Amazing
Shox,Good
Treasure Planet,Bad
Medal of Honor: Allied Assault Spearhead,Great
Michael Schumacher Racing World Kart 2002,Good
Tom Clancy's Ghost Recon,Great
BMX XXX,Okay
Soldiers of Anarchy,Great
Disney Sports Soccer,Great
Doom II,Good
Cubivore: Survival of the Fittest,Okay
SSX Tricky,Okay
Baldur's Gate: Dark Alliance,Good
Rygar: The Legendary Adventure,Great
Masters of the Universe: He-Man -- Power of Grayskull,Okay
Hot Wheels: Velocity X,Mediocre
Star Trek: Starfleet Command III,Great
Robin Hood: The Legend of Sherwood,Great
Cabela's Big Game Hunter [2002],Okay
Top Gun: Combat Zones,Bad
Activision Anthology,Great
Worms Blast,Mediocre
No One Lives Forever,Amazing
Island Xtreme Stunts,Mediocre
Shrek Super Party,Painful
Mortal Kombat: Deadly Alliance,Great
Drome Racers,Okay
Minority Report,Mediocre
Dragon's Lair 3D: Return to the Lair,Good
Die Hard: Vendetta,Okay
James Cameron's Dark Angel,Awful
Mary-Kate and Ashley: Sweet 16 -- Licensed to Drive,Mediocre
Bugdom II,Great
James Bond 007: NightFire,Great
Defender,Painful
Shrek Super Party,Awful
Mortal Kombat: Deadly Alliance,Great
Mortal Kombat: Deadly Alliance,Great
Quantum Redshift,Okay
Ninja Assault,Mediocre
Kong: The Animated Series,Mediocre
NHL Hitz 20-03,Great
NHL Hitz 20-03,Great
GunGrave,Great
NHL Hitz 20-03,Great
Chase: Hollywood Stunt Driver,Bad
Geoff Crammond's Grand Prix 4,Great
Prince of Qin,Okay
MLB SlugFest 20-03,Great
Dynasty Tactics,Good
Hard Hitter Tennis,Bad
Magical Mirror Starring Mickey Mouse,Bad
Sabrina the Teenage Witch: Potion Commotion,Okay
Emperor: Rise of the Middle Kingdom,Great
Freekstyle,Great
The Scorpion King: Rise of the Akkadian,Okay
The Thing,Great
Mobile Suit Gundam: Federation vs. Zeon,Good
Armored Core 3,Good
Mobile Forces,Okay
Farscape,Bad
Riding Spirits,Okay
Chessmaster,Good
Mary-Kate and Ashley: Sweet 16 -- Licensed to Drive,Mediocre
Europa 1400: The Guild,Great
Minority Report,Mediocre
The Powerpuff Girls: Relish Rampage,Awful
Defender,Good
Gladiators of Rome,Awful
Harry Potter and the Chamber of Secrets,Great
NCAA College Basketball 2K3,Great
NCAA College Basketball 2K3,Great
Whirl Tour,Mediocre
NCAA College Basketball 2K3,Great
Disney Golf,Mediocre
Total Immersion Racing,Mediocre
Harry Potter and the Chamber of Secrets,Good
Conflict Zone: Modern War Strategy,Bad
MX Superfly,Great
Dragon's Lair 3D: Return to the Lair,Good
O.R.B.,Good
James Bond 007: NightFire,Good
Monopoly Party,Bad
